timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
16165676,0,0.0,0.0,0.4435207,0.6815496,-0.03462174,0.4375586,0.68041396,-0.25329173,0.0022960738,-0.00068520947,0.008382599,0.0020563803,-0.002658698,-0.006454983,0.004574708,0.020118453,0.004766041,0.034777965,3.1223156,0.0,0.10018377,-0.008382599,0.005812069,0.003920927,0.028180229,0.017947521,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16269666,0,0.0,0.0,0.44354704,0.6817376,-0.034517683,0.4375586,0.68041396,-0.25329173,0.0024940432,-0.0003347016,0.00877062,0.0025407164,-0.002658698,-0.006454983,0.004574708,-0.0026901313,0.006312599,0.028514855,3.1223607,0.0,0.1,-0.00877062,0.005254432,0.0035676658,0.027109737,0.017379876,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16373673,0,0.0,0.0,0.4436251,0.68187255,-0.0343806,0.4375586,0.68041396,-0.25329173,0.0026104392,-0.00051338243,0.009483926,0.0033486593,-0.002658698,-0.006454983,0.004574708,-0.0035045852,-0.0016662317,0.018215,3.122413,0.0,0.1,-0.009483926,0.005251083,0.003560654,0.027258147,0.017475044,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16469666,0,0.0,0.0,0.44371223,0.6819368,-0.034202084,0.4375586,0.68041396,-0.25329173,0.0033453319,-0.0022653686,0.010513255,0.0044516954,-0.002658698,-0.006454983,0.004574708,0.24751171,-0.15819673,0.025358306,3.1229167,0.0,0.1,-0.010513255,0.005197947,0.0035239249,0.027196918,0.017456474,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16573673,0,0.0,0.0,0.44378945,0.68193525,-0.033963006,0.4375586,0.68041396,-0.25329173,0.0025878847,-0.00052452233,0.011224422,0.0052282554,-0.002658698,-0.006454983,0.004574708,0.018615179,-0.055589978,0.021116644,3.1221576,0.0,0.1,-0.011224422,0.0053935475,0.0036423025,0.027772,0.01778502,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16677673,0,0.0,0.0,0.44380108,0.6818486,-0.033673294,0.4375586,0.68041396,-0.25329173,0.0024152123,-0.0014345025,0.010670109,0.0047103385,-0.002658698,-0.006454983,0.004574708,-0.11784698,0.004077916,0.07720428,3.1226606,0.0,0.1,-0.010670109,0.005226464,0.003539614,0.02722076,0.017503986,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16781696,0,0.0,0.0,0.44379234,0.68178004,-0.03343734,0.4375586,0.68041396,-0.25329173,0.0038237816,-0.0014715712,0.010248343,0.0042994763,-0.002658698,-0.006454983,0.004574708,0.19185798,0.3084665,0.019252442,3.1232178,0.0,0.1,-0.010248343,0.0053733313,0.0036344214,0.0274732,0.017659068,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16885667,0,0.0,0.0,0.44377407,0.6816412,-0.033344842,0.4375586,0.68041396,-0.25329173,0.0029508092,-0.0016819568,0.010256045,0.0042254003,-0.002658698,-0.006454983,0.004574708,-0.026748948,-0.042727094,0.033888627,3.1239667,0.0,0.1,-0.010256045,0.005266096,0.0035659415,0.027269343,0.017559918,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
16981674,0,0.0,0.0,0.44371638,0.6814951,-0.033329584,0.4375586,0.68041396,-0.25329173,0.001594232,-0.0028969033,0.009568357,0.0034531392,-0.002658698,-0.006454983,0.004574708,-0.08717528,-0.2134713,-0.04783666,3.124233,0.0,0.1,-0.009568357,0.005337212,0.0036118655,0.02739203,0.017639775,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17085689,0,0.0,0.0,0.44357195,0.68133837,-0.03343949,0.4375586,0.68041396,-0.25329173,0.0006246641,-0.0019666445,0.0084390035,0.0022374967,-0.002658698,-0.006454983,0.004574708,-0.6425672,0.056113206,0.20697416,3.1254056,0.0,0.1,-0.0084390035,0.005218556,0.0035389492,0.027037658,0.017457927,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17189667,0,0.0,0.0,0.4435037,0.6812312,-0.033551008,0.4375586,0.68041396,-0.25329173,-0.00022462696,-0.0022234286,0.010980369,0.0047195107,-0.002658698,-0.006454983,0.004574708,0.28041223,0.42384496,0.14685267,3.1254652,0.0,0.1,-0.010980369,0.005361918,0.0036330947,0.027261918,0.01759566,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17285676,0,0.0,0.0,0.44342813,0.6811798,-0.03365248,0.4375586,0.68041396,-0.25329173,0.0021317014,-0.0030900387,0.008827819,0.0025161644,-0.002658698,-0.006454983,0.004574708,1.0683528,-0.087494716,-0.31700134,3.125095,0.0,0.1,-0.008827819,0.0053147697,0.0036063874,0.027077742,0.0175065,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17389667,0,0.0,0.0,0.44327277,0.68098223,-0.0337687,0.4375586,0.68041396,-0.25329173,0.0011360056,-0.0032995166,0.008428168,0.002108827,-0.002658698,-0.006454983,0.004574708,0.17065294,-0.32541233,-0.44599625,3.1259325,0.0,0.1,-0.008428168,0.005492599,0.0037177566,0.027583033,0.01779447,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17493679,0,0.0,0.0,0.44309035,0.68104905,-0.033792716,0.4375586,0.68041396,-0.25329173,-0.00029112538,-0.006370447,0.010119463,0.0038227309,-0.002658698,-0.006454983,0.004574708,-0.27984172,-1.3241341,-0.06817655,3.1262023,0.0,0.1,-0.010119463,0.005221943,0.0035508615,0.026791492,0.01736817,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17589680,0,0.0,0.0,0.4429306,0.6809902,-0.033760116,0.4375586,0.68041396,-0.25329173,0.0005100257,0.0008548855,0.010792559,0.0045279334,-0.002658698,-0.006454983,0.004574708,0.1786779,1.0912217,0.31375146,3.1264946,0.0,0.1,-0.010792559,0.005238868,0.0035611475,0.026872348,0.017424809,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17693667,0,0.0,0.0,0.4428372,0.6810523,-0.033760127,0.4375586,0.68041396,-0.25329173,0.00022900637,-0.0017497333,0.00929001,0.0030379638,-0.002658698,-0.006454983,0.004574708,-0.6054128,0.0650018,-0.18934388,3.126596,0.0,0.1,-0.00929001,0.0051089115,0.0034772516,0.026632544,0.017299598,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17797685,0,0.0,0.0,0.44277832,0.6812856,-0.033843823,0.4375586,0.68041396,-0.25329173,5.1624385e-05,-0.00041764748,0.009422758,0.003194364,-0.002658698,-0.006454983,0.004574708,-0.1906797,0.448703,0.040994156,3.1264057,0.0,0.1,-0.009422758,0.005371299,0.0036422822,0.027314091,0.017689783,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
17901673,0,0.0,0.0,0.44281235,0.6813906,-0.0338743,0.4375586,0.68041396,-0.25329173,0.002032504,-0.003898592,0.009865512,0.0036546397,-0.002658698,-0.006454983,0.004574708,-0.0052187503,-1.1763875,0.2603704,3.1272485,0.0,0.1,-0.009865512,0.005150562,0.0035077978,0.026541326,0.017267616,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18005667,0,0.0,0.0,0.44289178,0.68158823,-0.033881564,0.4375586,0.68041396,-0.25329173,0.0011453616,-0.005219634,0.010479652,0.004287763,-0.002658698,-0.006454983,0.004574708,-0.037518103,-1.8652133,0.28830668,3.12734,0.0,0.1,-0.010479652,0.005257383,0.003578256,0.026736103,0.017387386,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18109667,0,0.0,0.0,0.44300485,0.68160325,-0.033865478,0.4375586,0.68041396,-0.25329173,0.00045870867,-0.0020290706,0.009770098,0.0036120631,-0.002658698,-0.006454983,0.004574708,-0.33449948,-0.18074937,0.1552145,3.1278257,0.0,0.1,-0.009770098,0.005349927,0.0036383928,0.026963301,0.017523356,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18205673,0,0.0,0.0,0.4431196,0.68158925,-0.033771653,0.4375586,0.68041396,-0.25329173,0.002590586,-0.0005583799,0.009959768,0.0038347102,-0.002658698,-0.006454983,0.004574708,-0.13807744,0.9127829,-0.4463696,3.1281576,0.0,0.1,-0.009959768,0.0052501787,0.003577533,0.026649278,0.017355748,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18309667,0,0.0,0.0,0.44327557,0.6814924,-0.033689726,0.4375586,0.68041396,-0.25329173,0.0033262353,-0.004200358,0.008387846,0.0022945032,-0.002658698,-0.006454983,0.004574708,0.0024349806,-0.9070002,-0.6533789,3.128349,0.0,0.1,-0.008387846,0.0053219986,0.0036233442,0.026869457,0.01748511,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18413667,0,0.0,0.0,0.44344267,0.68133014,-0.033680044,0.4375586,0.68041396,-0.25329173,-0.00065867935,-0.0011182938,0.009008023,0.0029239564,-0.002658698,-0.006454983,0.004574708,-1.1633414,0.44145766,0.04705408,3.1283112,0.0,0.1,-0.009008023,0.0051456145,0.0035088947,0.026538998,0.017305199,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18517713,0,0.0,0.0,0.443551,0.6812901,-0.03374429,0.4375586,0.68041396,-0.25329173,0.00096831576,-0.00353712,0.008963414,0.002890351,-0.002658698,-0.006454983,0.004574708,-0.45824397,-0.57769823,0.40665436,3.1283746,0.0,0.1,-0.008963414,0.005265628,0.0035869216,0.026753232,0.017434211,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18619290,0,0.0,0.0,0.44352004,0.6813342,-0.033811845,0.4375586,0.68041396,-0.25329173,-0.001473935,-0.0010403433,0.008098186,0.0020006201,-0.002658698,-0.006454983,0.004574708,-0.7236286,0.1320945,0.10684649,3.128763,0.0,0.1,-0.008098186,0.005426232,0.0036879233,0.027213419,0.017700268,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18721667,0,0.0,0.0,0.44338006,0.6814862,-0.03390365,0.4375586,0.68041396,-0.25329173,0.00065271254,-0.0037295204,0.009041727,0.0029523708,-0.002658698,-0.006454983,0.004574708,0.16305993,-1.7603084,0.3217672,3.1289153,0.0,0.1,-0.009041727,0.005151361,0.0035166934,0.026370727,0.017235529,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18818468,0,0.0,0.0,0.443286,0.6817273,-0.033957783,0.4375586,0.68041396,-0.25329173,0.0023906475,0.0022697076,0.0069477214,0.0008725959,-0.002658698,-0.006454983,0.004574708,0.1648485,0.91778773,0.06457287,3.1290183,0.0,0.1,-0.0069477214,0.005169153,0.003525109,0.02652444,0.017314456,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
18921711,0,0.0,0.0,0.44313452,0.6819717,-0.034038246,0.4375586,0.68041396,-0.25329173,0.0022828784,0.0017926585,0.0070225224,0.0009904917,-0.002658698,-0.006454983,0.004574708,0.71188605,0.17659844,-0.36596996,3.129474,0.0,0.1,-0.0070225224,0.005027302,0.0034339274,0.026097234,0.017059745,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19024867,0,0.0,0.0,0.44291902,0.68208754,-0.034154817,0.4375586,0.68041396,-0.25329173,-0.0029545147,-0.0018273928,0.0072016763,0.001224354,-0.002658698,-0.006454983,0.004574708,-0.52380395,-0.41565755,0.09919044,3.1295004,0.0,0.1,-0.0072016763,0.005298251,0.0036051667,0.026940035,0.017571442,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19128867,0,0.0,0.0,0.44278273,0.68206614,-0.03429533,0.4375586,0.68041396,-0.25329173,-0.0001846011,-0.0005930147,0.007990361,0.0020754475,-0.002658698,-0.006454983,0.004574708,-0.27263275,1.0485725,0.66850394,3.129703,0.0,0.1,-0.007990361,0.0051132753,0.0034913982,0.026294662,0.017215775,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19224120,0,0.0,0.0,0.44268486,0.6820623,-0.034413803,0.4375586,0.68041396,-0.25329173,0.00015451708,-0.0029862723,0.0066493726,0.0008034994,-0.002658698,-0.006454983,0.004574708,0.13678055,-0.65400857,-0.26998496,3.1295285,0.0,0.1,-0.0066493726,0.0051092636,0.0034903376,0.026189866,0.017153846,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19328867,0,0.0,0.0,0.44256794,0.6818754,-0.034495454,0.4375586,0.68041396,-0.25329173,-0.0021731677,-0.0004537033,0.006515297,0.0007819853,-0.002658698,-0.006454983,0.004574708,-0.6516989,0.32139447,0.28421307,3.1296353,0.0,0.1,-0.006515297,0.005245064,0.0035793113,0.026506739,0.017347544,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19432871,0,0.0,0.0,0.4425062,0.68172103,-0.034550957,0.4375586,0.68041396,-0.25329173,-0.0011443457,-0.0023344469,0.00627281,0.00067457306,-0.002658698,-0.006454983,0.004574708,-0.17010479,0.8674666,0.19493207,3.1296644,0.0,0.1,-0.00627281,0.005331947,0.0036363963,0.026713729,0.017472854,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19528873,0,0.0,0.0,0.4424671,0.6815617,-0.03463105,0.4375586,0.68041396,-0.25329173,0.0015109805,-0.0021847682,0.005205718,-0.0002865783,-0.002658698,-0.006454983,0.004574708,1.0971853,-0.4810296,-0.37206918,3.1299257,0.0,0.1,-0.005205718,0.005265967,0.0035949848,0.026558395,0.017387688,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19632867,0,0.0,0.0,0.44254524,0.6813093,-0.03481119,0.4375586,0.68041396,-0.25329173,-0.0003862822,-0.00060609524,0.0057738265,0.00038554892,-0.002658698,-0.006454983,0.004574708,-0.4668071,1.2104858,0.14605552,3.1299274,0.0,0.1,-0.0057738265,0.005372387,0.0036626423,0.026860699,0.017563662,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
19736881,0,0.0,0.0,0.44293168,0.6811957,-0.035107937,0.4375586,0.68041396,-0.25329173,0.004206443,-0.0028993678,-0.00013311172,-0.0054176725,-0.002658698,-0.006454983,0.004574708,-1.2339258,-0.55729926,-1.3099645,3.1302493,0.0,0.10003616,0.00013311172,0.0051679225,0.0035313594,0.026379066,0.017291617,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
20248898,0,0.0,0.0,0.44402006,0.6814128,-0.035318263,0.4375586,0.68041396,-0.25329173,0.006694017,-0.0010626181,0.003489771,-0.0010038766,-0.002658698,-0.006454983,0.004574708,1.6491125,-0.63926965,-0.47169438,3.1308565,0.0,0.10009782,-0.003489771,0.0054703476,0.0037275304,0.027010618,0.017681934,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21264871,0,0.0,0.0,0.4423514,0.682328,-0.032504585,0.4375586,0.68041396,-0.25329173,-0.0007143255,-0.0007459781,0.012495001,0.007468276,-0.002658698,-0.006454983,0.004574708,-0.686603,-0.3042517,-0.07869386,3.1317747,0.0,0.1,-0.012495001,0.0053692404,0.003666508,0.026730772,0.017556965,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21360881,0,0.0,0.0,0.44227913,0.6822681,-0.03231845,0.4375586,0.68041396,-0.25329173,-0.00026237365,-0.0020804557,0.010432893,0.005266947,-0.002658698,-0.006454983,0.004574708,-0.27795598,-1.0657727,0.04551771,3.13168,0.0,0.1,-0.010432893,0.0053238883,0.003638719,0.02656126,0.017463058,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21464905,0,0.0,0.0,0.44229186,0.6822415,-0.03219989,0.4375586,0.68041396,-0.25329173,0.0008673935,0.00029114384,0.0111501375,0.0057827053,-0.002658698,-0.006454983,0.004574708,0.09785222,0.09732754,0.104523696,3.1317508,0.0,0.1,-0.0111501375,0.0050524483,0.0034652015,0.025840476,0.0170457,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21568866,0,0.0,0.0,0.44240093,0.68230695,-0.032134026,0.4375586,0.68041396,-0.25329173,0.00019148184,0.00052886177,0.012718132,0.0071346676,-0.002658698,-0.006454983,0.004574708,-0.03216578,0.14637858,0.010159401,3.1318495,0.0,0.1,-0.012718132,0.005230616,0.0035776298,0.026410911,0.017376812,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21664873,0,0.0,0.0,0.442603,0.68238246,-0.032062486,0.4375586,0.68041396,-0.25329173,0.00018562714,0.0012439808,0.012911459,0.0071718073,-0.002658698,-0.006454983,0.004574708,-0.08018548,-0.20215645,0.19522569,3.1319346,0.0,0.1,-0.012911459,0.0055051525,0.003756518,0.026941422,0.017688895,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21768103,0,0.0,0.0,0.44284007,0.68244696,-0.03202766,0.4375586,0.68041396,-0.25329173,0.00231066,0.00058552856,0.0119459,0.0060281185,-0.002658698,-0.006454983,0.004574708,0.03252218,-0.23503618,-0.039724912,3.131926,0.0,0.1,-0.0119459,0.0051903576,0.0035551318,0.02617411,0.017246496,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21868075,0,0.0,0.0,0.4430959,0.6824622,-0.03197642,0.4375586,0.68041396,-0.25329173,0.002332459,-9.23976e-05,0.0115079535,0.0054482874,-0.002658698,-0.006454983,0.004574708,0.066858545,0.06654046,0.050983768,3.1318934,0.0,0.1,-0.0115079535,0.005188178,0.003552312,0.02623865,0.017285518,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
21972067,0,0.0,0.0,0.443322,0.68237054,-0.03202674,0.4375586,0.68041396,-0.25329173,0.0018261923,0.00034057526,0.010940479,0.004729414,-0.002658698,-0.006454983,0.004574708,0.06986791,-0.056443337,-0.027024586,3.1317966,0.0,0.1,-0.010940479,0.0050853966,0.0034847995,0.026202327,0.017284166,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
